time,fcu_reaFloSup_y,fcu_reaPCoo_y,fcu_reaPFan_y,fcu_reaPHea_y,zon_reaCO2RooAir_y,zon_reaPLig_y,zon_reaPPlu_y,zon_reaTRooAir_y,zon_weaSta_reaWeaCeiHei_y,zon_weaSta_reaWeaCloTim_y,zon_weaSta_reaWeaHDifHor_y,zon_weaSta_reaWeaHDirNor_y,zon_weaSta_reaWeaHGloHor_y,zon_weaSta_reaWeaHHorIR_y,zon_weaSta_reaWeaLat_y,zon_weaSta_reaWeaLon_y,zon_weaSta_reaWeaNOpa_y,zon_weaSta_reaWeaNTot_y,zon_weaSta_reaWeaPAtm_y,zon_weaSta_reaWeaRelHum_y,zon_weaSta_reaWeaSolAlt_y,zon_weaSta_reaWeaSolDec_y,zon_weaSta_reaWeaSolHouAng_y,zon_weaSta_reaWeaSolTim_y,zon_weaSta_reaWeaSolZen_y,zon_weaSta_reaWeaTBlaSky_y,zon_weaSta_reaWeaTDewPoi_y,zon_weaSta_reaWeaTDryBul_y,zon_weaSta_reaWeaTWetBul_y,zon_weaSta_reaWeaWinDir_y,zon_weaSta_reaWeaWinSpe_y,con_oveTSetCoo_activate,con_oveTSetCoo_u,con_oveTSetHea_activate,con_oveTSetHea_u,fcu_oveFan_activate,fcu_oveFan_u,fcu_oveTSup_activate,fcu_oveTSup_u,room_temperature_C,outdoor_temperature_C,lower_setpoint_C,upper_setpoint_C,occupancy,comfortable,occupied,sampled_discomfort_C,heating_thermal_energy_kWh,cooling_electric_energy_kWh,fan_electric_energy_kWh,sampled_hvac_energy_kWh
43200,2.1893428465217796e-48,1.9903214957202038e-45,3.0846914951772724e-94,0.0,854.2285581704283,566.4000000000001,259.20000000000005,296.8384205693039,77777,43200,52.5,937.9371907118386,474.60614525139664,279,0.6939429105929453,-1.830152253641254,0.1,0.1,101325,0.25,0.4745388675537674,-0.40223356023909607,-0.01427164264514279,43003.75082633145,1.0962574592411292,264.74861441222856,264.25,282.04999999999995,275.402204033457,5.113814708343385,9.3,0,297.15,0,294.15,0,0.0,0,294.15,23.6884205693039,8.899999999999977,21.0,24.0,2,1,1,0.0,0.0,1.9903214957202037e-48,3.0846914951772725e-97,1.9903214957202037e-48
46800,0.17352945579245924,224.08902492137125,5.434862805526992,0.0,882.4728479533885,566.4000000000001,259.20000000000005,297.2002709967435,77777,46800,28.39423076923077,940.7389509470617,455.6853889127632,281,0.6939429105929453,-1.830152253641254,0.1,0.1,101325,0.24,0.4505974989149715,-0.40217776597498606,0.24744653705777575,46602.63413484914,1.120198827879925,265.21794363472856,264.25,282.54999999999995,275.6641670802351,5.497787143782138,9.3,0,297.15,0,294.15,0,0.3158234746155603,0,293.36011830461325,24.050270996743507,9.399999999999977,21.0,24.0,2,0,1,0.05027099674350666,0.0,0.22408902492137125,0.005434862805526992,0.22952388772689825
50400,0.2323915959013578,397.9367114461866,13.053597768149992,0.0,899.758763831804,566.4000000000001,259.20000000000005,297.1705509826786,77777,50400,9.830769230769231,891.9157052712092,369.14932255244753,278,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.19,0.3761755546132537,-0.4021217545076476,0.5091647513799508,50201.51791941577,1.1946207721816429,264.65224804954534,262.54999999999995,283.75,275.9870459969196,5.113814708343385,9.3,0,297.15,0,294.15,0,0.4226545458186888,0,292.0781454501757,24.02055098267863,10.600000000000023,21.0,24.0,2,0,1,0.020550982678628316,0.0,0.39793671144618664,0.013053597768149992,0.41099030921433666
54000,0.24806308728808207,451.7093932407149,15.876523276703526,0.0,910.2617093205102,566.4000000000001,259.20000000000005,297.1530857803398,77777,54000,0.5597222222222227,757.6397200572716,239.08053782689913,281,0.6939429105929453,-1.830152253641254,0.1,0.1,101325,0.2,0.26007910027964765,-0.402065525881203,0.7708830004519501,53800.40218182679,1.310717226515249,265.3499476691186,262.54999999999995,283.15,275.67794960497844,5.497787143782138,4.6,0,297.15,0,294.15,0,0.4510407987113724,0,291.73751041546353,24.003085780339802,10.0,21.0,24.0,2,0,1,0.0030857803398021133,0.0,0.4517093932407149,0.015876523276703528,0.46758591651741843
57600,0.23420440760771094,400.26749840389084,13.361467608157938,0.0,916.6433077674634,566.4000000000001,259.20000000000005,297.1247710323823,77777,57600,6.8069444444444445,370.82250670840784,90.93792808219179,275,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.23,0.1126202724138945,-0.4020090801399387,1.0326012844042707,57399.28692387665,1.458176054381002,263.8358026284259,263.75,282.54999999999995,275.5632979278781,4.71238898038469,8.8,0,297.15,0,294.15,0,0.4256562863346587,0,292.0421245639841,23.974771032382307,9.399999999999977,21.0,24.0,2,1,1,0.0,0.0,0.40026749840389086,0.013361467608157937,0.4136289660120488
61200,0.16967596141208596,209.00211823425448,5.080774582336521,0.0,920.5207783985684,566.4000000000001,259.20000000000005,297.1141594347934,77777,61200,6.283333333333333,19.807412790697676,0.0,263,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.24,-0.057127972776151115,-0.40195241732830533,1.2943196033673374,60998.172147358826,1.6279242995710477,260.88906888117407,262.04999999999995,279.84999999999997,273.70416980112697,0.4014257279586958,7.7,0,297.15,0,294.15,0,0.30827598914775256,0,293.4506881302269,23.96415943479343,6.699999999999989,21.0,24.0,2,1,1,0.0,0.0,0.2090021182342545,0.005080774582336521,0.21408289281659101
64800,0.12406223029676128,111.73741535427041,2.004958431309756,0.0,922.8767349605051,566.4000000000001,259.20000000000005,297.12410735612445,77777,64800,0.0,0.0,0.0,258,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.25,-0.2420947988553559,-0.4018955374909173,1.5560379574715018,64597.057854065795,1.8128911256502525,259.71283362737427,261.45,278.75,272.9783584527755,1.1868238913561442,4.6,0,297.15,0,294.15,0,0.22539933808715074,0,294.44520794295414,23.974107356124478,5.600000000000023,21.0,24.0,2,1,1,0.0,0.0,0.11173741535427041,0.002004958431309756,0.11374237378558016
68400,2.562318684157385e-38,1.8863585724599077e-36,4.225252354675896e-74,0.0,718.2757046290042,56.64000000000001,25.92,295.9756060945016,77777,68400,0.0,0.0,0.0,249,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.35000000000000003,-0.43686024167617354,-0.40183844067255253,1.8177563468470448,68195.94404578903,2.00765656847107,257.5253798047239,263.15,275.95,271.59346783927634,1.9722220547535925,1.5,0,303.15,0,288.15,0,0.0,0,294.15,22.82560609450161,2.8000000000000114,15.0,30.0,0,1,0,0.0,0.0,1.886358572459908e-39,4.225252354675896e-77,1.886358572459908e-39
72000,-1.8558356964637715e-89,9.11089508736796e-87,2.216488149044555e-176,0.0,593.0444483156505,56.64000000000001,25.92,295.1595227329874,77777,72000,0.0,0.0,0.0,247,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.36,-0.6368748180059738,-0.40178112691815293,2.0794747716241733,71794.830724319,2.2076711448008703,256.96544058427514,263.15,275.34999999999997,271.18391097026574,1.9722220547535925,3.1,0,303.15,0,288.15,0,0.0,0,294.15,22.00952273298742,2.1999999999999886,15.0,30.0,0,1,0,0.0,0.0,9.110895087367961e-90,2.216488149044555e-179,9.110895087367961e-90
75600,3.230186725922449e-140,0.0,6.71493204281739e-278,1.0241037934971372e-136,517.0876648248498,56.64000000000001,25.92,294.46855301980736,77777,75600,0.0,0.0,0.0,248,0.6939429105929453,-1.830152253641254,0.1,0.1,101325,0.32,-0.83726512547788,-0.4017235962728238,2.3411932319330218,75393.71789144521,2.4080614522727766,257.2983487618958,261.45,274.84999999999997,270.51293740938013,1.1868238913561442,2.1,0,303.15,0,288.15,0,0.0,0,294.15,21.318553019807382,1.6999999999999886,15.0,30.0,0,1,0,0.0,1.0241037934971372e-139,0.0,6.71493204281739e-281,1.0241037934971372e-139
79200,-2.616428518493594e-191,3.568031858182774e-188,0.0,0.0,471.01743341367523,56.64000000000001,25.92,293.7565340795863,77777,79200,0.0,0.0,0.0,252,0.6939429105929453,-1.830152253641254,0.4,0.4,101325,0.35000000000000003,-1.0301800677883182,-0.40166584878183376,2.6029117279036496,78992.60554895607,2.6009763945832147,258.2777811977377,261.45,273.75,269.83074420482916,1.1868238913561442,2.6,0,303.15,0,288.15,0,0.0,0,294.15,20.60653407958631,0.6000000000000227,15.0,30.0,0,1,0,0.0,0.0,3.568031858182774e-191,0.0,3.568031858182774e-191
82800,4.6362033790466183e-243,0.0,0.0,2.5634210925800573e-239,443.0743567754149,56.64000000000001,25.92,293.0263397747536,77777,82800,0.0,0.0,0.0,252,0.6939429105929453,-1.830152253641254,0.4,0.4,101325,0.45,-1.1960720507887586,-0.40160788449061485,2.8646302596660433,82591.49369863905,2.766868377583655,258.2819203247749,263.75,273.15,269.9554609174555,0.7853981633974483,9.3,0,303.15,0,288.15,0,0.0,0,294.15,19.876339774753603,0.0,15.0,30.0,0,1,0,0.0,2.5634210925800574e-242,0.0,0.0,2.5634210925800574e-242
86400,1.1176360238154248e-293,0.0,0.0,7.038847078068558e-290,426.12598234588467,56.64000000000001,25.92,292.01627583886363,1200,86400,0.0,0.0,0.0,262,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.79,-1.2781180441695068,-0.4015497034447621,3.126348827350118,86190.3823422806,2.8489143709644034,260.6399097771123,265.95,268.75,267.7977438996161,0.4014257279586958,7.7,0,303.15,0,288.15,0,0.0,0,294.15,18.866275838863658,-4.399999999999977,15.0,30.0,0,1,0,0.0,7.038847078068558e-293,0.0,0.0,7.038847078068558e-293
90000,-5e-324,1.028e-320,0.0,0.0,415.846236368687,56.64000000000001,25.92,291.2084110189291,2400,90000,0.0,0.0,0.0,256,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.79,-1.2115306462023412,-0.40149130569003383,3.3880674310857124,89789.27148166613,2.7823269729972377,259.2077528602353,264.84999999999997,267.54999999999995,266.65770694131817,0.4014257279586958,7.7,0,303.15,0,288.15,0,0.0,0,294.15,18.05841101892912,-5.600000000000023,15.0,30.0,0,1,0,0.0,0.0,1e-323,0.0,1e-323
93600,-5e-324,1.208e-320,0.0,0.0,409.6112238738428,56.64000000000001,25.92,290.38931252089355,2400,93600,0.0,0.0,0.0,247,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.67,-1.0513574728229997,-0.40143269127235115,3.649786071002591,93388.16111858004,2.6221537996178963,256.8206740519687,261.45,265.95,264.6618822523973,0.4014257279586958,8.2,0,303.15,0,288.15,0,0.0,0,294.15,17.239312520893577,-7.199999999999989,15.0,30.0,0,1,0,0.0,0.0,1e-323,0.0,1e-323
97200,-5e-324,1.408e-320,0.0,0.0,405.82949933371367,56.64000000000001,25.92,289.564790316364,4000,97200,0.0,0.0,0.0,240,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.75,-0.8601385838584639,-0.40137386023779803,3.911504747230445,96987.05125480569,2.4309349106533604,255.05512857179016,260.95,264.25,263.3695437922946,0.4014257279586958,6.2,0,303.15,0,288.15,0,0.0,0,294.15,16.41479031636402,-8.899999999999977,15.0,30.0,0,1,0,0.0,0.0,1.5e-323,0.0,1.5e-323
100800,-5e-324,1.5726e-320,0.0,0.0,403.5357684856606,56.64000000000001,25.92,288.8283467600075,4000,100800,0.0,0.0,0.0,238,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.78,-0.660053620047218,-0.4013148126326212,4.173223459898889,100585.94189212543,2.2308499468421146,254.5725266255805,260.95,263.75,262.9988893122353,0.7853981633974483,6.2,0,303.15,0,288.15,0,0.0,0,294.15,15.678346760007514,-9.399999999999977,15.0,30.0,0,1,0,0.0,0.0,1.5e-323,0.0,1.5e-323
104400,0.008236625887084797,0.0,0.00438776353029152,60.45007793985466,403.7927891332821,56.64000000000001,25.92,288.1061215725155,3000,104400,0.0,0.0,0.0,233,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.78,-0.45964805821736476,-0.40125554850322986,4.434942209137463,104184.83303232056,2.0304443850122613,253.14198272863808,259.84999999999997,262.54999999999995,261.8520594910622,1.1868238913561442,5.7,0,303.15,0,288.15,0,0.015259696565473874,0,294.439934234744,14.956121572515542,-10.600000000000023,15.0,30.0,0,0,0,0.043878427484457916,0.06045007793985466,0.0,4.38776353029152e-06,0.060454465703384946
108000,0.04561901030299652,0.0,0.15414458518345692,387.8167874521847,402.3907517822717,56.64000000000001,25.92,288.13192455301294,12200,108000,0.0,0.0,0.0,227,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.74,-0.2639502283179036,-0.4011960678961957,4.696660995075633,107783.72467717135,1.8347465551128002,251.65832605474077,258.15,261.45,260.67939315845774,0.7853981633974483,5.1,0,303.15,0,288.15,0,0.08305834702867143,0,295.72810859354473,14.98192455301296,-11.699999999999989,15.0,30.0,0,0,0,0.018075446987040777,0.38781678745218473,0.0,0.00015414458518345691,0.3879709320373682
111600,0.0700149369133977,0.0,0.42567630209282525,660.6121864585473,401.45263152569777,56.64000000000001,25.92,288.1377811363792,5800,111600,0.0,0.0,0.0,226,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.8200000000000001,-0.07746929902205002,-0.4011363708582529,4.958379817842789,111382.61682845706,1.6482656258169466,251.3266462049531,258.75,260.95,260.43435977908376,0.7853981633974483,6.2,0,303.15,0,288.15,0,0.12737734514981003,0,296.5701695578464,14.987781136379226,-12.199999999999989,15.0,30.0,0,0,0,0.012218863620773845,0.6606121864585472,0.0,0.00042567630209282525,0.66103786276064
115200,0.08557347173292104,0.0,0.7134154026202886,858.3466644859243,400.8826236821346,56.64000000000001,25.92,288.1423146932334,4600,115200,13.700000000000001,1.3124999999999998,13.975000000000001,225,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.73,0.09452477592254982,-0.40107645743629766,5.220098677568245,114981.50948795587,1.4762715508723467,251.02684053019942,257.54999999999995,260.95,260.17477231288535,0.7853981633974483,6.7,0,303.15,0,288.15,0,0.15563716130721678,0,297.10710606483707,14.992314693233425,-12.199999999999989,21.0,24.0,2,0,1,6.007685306766575,0.8583466644859243,0.0,0.0007134154026202886,0.8590600798885446
118800,0.25427091599990037,0.0,17.098626129042692,2497.9866827086794,606.0134552468388,566.4000000000001,259.20000000000005,294.15619382903486,3700,118800,36.68888888888889,3.6875,37.09444444444444,224,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.8200000000000001,0.24518334947304377,-0.40101632767738854,5.481817574381236,118580.40265744491,1.3256129773218528,250.5995226175244,258.15,260.34999999999997,259.85396172588725,1.1868238913561442,6.2,0,297.15,0,294.15,0,0.46227256067209854,0,302.93317865276987,21.006193829034885,-12.800000000000011,21.0,24.0,2,1,1,0.0,2.4979866827086794,0.0,0.017098626129042692,2.515085308837722
122400,0.24811608575000282,0.0,15.886781303624922,2380.365064251358,731.782436736259,566.4000000000001,259.20000000000005,294.1525332309774,6100,122400,55.798611111111114,4.0,57.41269841269841,222,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.67,0.36564943384115356,-0.4009559816287458,5.743536508410929,122179.2963387003,1.205146892953743,250.0469706238812,255.95,260.34999999999997,259.43734526597206,1.5707963267948966,4.6,0,297.15,0,294.15,0,0.4511042360030366,0,302.7209804840577,21.002533230977406,-12.800000000000011,21.0,24.0,2,1,1,0.0,2.380365064251358,0.0,0.015886781303624923,2.396251845554983
126000,0.24520980530688358,0.0,15.335030748656846,2325.864256977012,808.1999338103151,566.4000000000001,259.20000000000005,294.15063986537103,3700,126000,68.5546875,4.0,70.67226890756302,222,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.67,0.44563338719425505,-0.40089541933775175,6.005255479786403,125778.19053349707,1.1251629396006415,250.0469706238812,255.95,260.34999999999997,259.43734526597206,1.1868238913561442,4.1,0,297.15,0,294.15,0,0.44583265301216085,0,302.620820407231,21.000639865371056,-12.800000000000011,21.0,24.0,2,1,1,0.0,2.325864256977012,0.0,0.015335030748656846,2.3411992877256687
129600,0.24881553067032994,0.0,16.021516010547774,2395.9606221490085,854.6313660578297,566.4000000000001,259.20000000000005,294.14750781353536,2400,129600,73.265625,4.0,75.19117647058823,217,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.7000000000000001,0.4759141466890411,-0.4008346408519505,6.266974488636669,129377.08524360921,1.0948821801058555,248.83898245088952,255.34999999999997,259.25,258.47903550873315,0.7853981633974483,8.2,0,297.15,0,294.15,0,0.4524070429291932,0,302.74573381565466,20.99750781353538,-13.899999999999977,21.0,24.0,2,0,1,0.002492186464621682,2.3959606221490084,0.0,0.016021516010547774,2.4119821381595563
133200,0.2518836423074087,0.0,16.621531910017385,2455.1832957661536,882.8432046474874,566.4000000000001,259.20000000000005,294.14854391553007,3700,133200,68.5546875,4.0,70.67226890756302,214,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.77,0.4523426828556414,-0.4007736462190475,6.528693535090656,132975.98047080965,1.1184536439392552,247.78315648870637,255.34999999999997,258.15,257.6020134192622,0.7853981633974483,6.7,0,297.15,0,294.15,0,0.45797934200537593,0,302.8516074981021,20.998543915530092,-15.0,21.0,24.0,2,0,1,0.001456084469907637,2.4551832957661537,0.0,0.016621531910017386,2.4718048276761713
136800,0.25327065858852255,0.0,16.897629856932337,2482.167593950174,899.9847785950166,566.4000000000001,259.20000000000005,294.14916710670207,2100,136800,55.798611111111114,4.0,57.41269841269841,214,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.77,0.3781833261406975,-0.40071243548691005,6.79041261927722,136574.87621687027,1.192613000654199,247.78315648870637,255.34999999999997,258.15,257.6020134192622,0.7853981633974483,6.2,0,297.15,0,294.15,0,0.4604977669868704,0,302.8994575727505,20.99916710670209,-15.0,21.0,24.0,2,0,1,0.0008328932979111414,2.482167593950174,0.0,0.01689762985693234,2.4990652238071065
140400,0.2556224799851551,0.0,17.372738615508744,2528.7533435822934,910.4000355534827,566.4000000000001,259.20000000000005,294.1483021517499,2700,140400,36.68888888888889,3.6875,37.09444444444445,212,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.66,0.2622442027048346,-0.40065100870356657,7.052131741325138,140173.77248356186,1.308552124090062,247.37771635059732,253.74999999999997,258.15,257.33826126364664,0.4014257279586958,6.7,0,297.15,0,294.15,0,0.4647790257014058,0,302.9808014883267,20.998302151749897,-15.0,21.0,24.0,2,0,1,0.0016978482501031067,2.5287533435822933,0.0,0.017372738615508743,2.546126082197802
144000,0.26023617326874793,0.0,18.33049301588953,2621.3925452695134,916.7283679231028,566.4000000000001,259.20000000000005,294.1464488754797,2700,144000,13.699999999999998,2.0,13.974999999999998,208,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.6900000000000001,0.1148650087410048,-0.400589365917207,7.313850901363106,143772.66927265414,1.4559313180538918,246.1710532889719,253.14999999999998,257.04999999999995,256.36448849669114,1.1868238913561442,5.1,0,297.15,0,294.15,0,0.47317974643625504,0,303.14041518228885,20.9964488754797,-16.100000000000023,21.0,24.0,2,0,1,0.003551124520299709,2.6213925452695133,0.0,0.01833049301588953,2.639723038285403
147600,0.2672354935488624,0.0,19.84968285230795,2764.31862361242,920.5734762247575,566.4000000000001,259.20000000000005,294.14603989516974,2700,147600,0.0,0.3125000000000001,0.0,204,0.6939429105929453,-1.830152253641254,1.0,1.0,101325,0.72,-0.05485141781170588,-0.4005275071761822,7.575570099519745,147371.56658591577,1.6256477446066024,244.96505151772462,252.54999999999998,255.95,255.37739877389834,0.7853981633974483,6.2,0,297.15,0,294.15,0,0.4859076780205925,0,303.38224588239126,20.99603989516976,-17.19999999999999,21.0,24.0,2,0,1,0.003960104830241562,2.76431862361242,0.0,0.01984968285230795,2.784168306464728
